#现代汉语语料库汉字频率表,,,,
#语料规模:2000万字,,,,
#只列入出现次数大于5次的字,,,,
#下载自www.cncorpus.org语料库在线网站,,,,
,,,,
,,,,
id,汉字,出现次数,频率（%）,累积频率（%）
2072,晴,488,0.0031,97.4688000000004
2073,蹲,487,0.0031,97.48430000000042
2074,辖,487,0.0031,97.48740000000042
2075,豫,487,0.0031,97.48120000000041
2076,酬,487,0.0031,97.47810000000041
2077,剖,484,0.0031,97.49050000000042
2078,钾,484,0.0031,97.49360000000043
2079,尸,483,0.0031,97.49980000000043
2080,胚,483,0.0031,97.49670000000043
2081,悔,482,0.0031,97.50910000000044
2082,雌,482,0.0031,97.50600000000044
2083,哦,482,0.0031,97.50290000000044
2084,惩,481,0.0031,97.51220000000045
2085,漆,481,0.0031,97.51530000000045
2086,篮,480,0.0031,97.51840000000045
2087,链,480,0.0031,97.52150000000046
2088,筋,479,0.0031,97.52460000000046
2089,摔,477,0.0031,97.52770000000046
2090,遂,477,0.0031,97.53080000000047
2091,叠,476,0.0031,97.53390000000047
2092,霍,475,0.0031,97.53700000000048
2093,垄,475,0.0031,97.54010000000048
2094,匪,475,0.0031,97.54320000000048
2095,侯,475,0.0031,97.54630000000049
2096,巾,473,0.003,97.55230000000049
2097,贞,473,0.003,97.54930000000049
2098,丘,472,0.003,97.55530000000049
2099,滞,471,0.003,97.55830000000049
2100,洒,471,0.003,97.56130000000049
2101,纽,471,0.003,97.56430000000049
2102,蓬,471,0.003,97.56730000000049
2103,浙,470,0.003,97.57030000000049
2104,潘,470,0.003,97.57330000000049
2105,娜,469,0.003,97.57630000000049
2106,矩,467,0.003,97.57930000000049
2107,闯,466,0.003,97.58530000000049
2108,盼,466,0.003,97.58230000000049
2109,叛,465,0.003,97.58830000000049
2110,履,464,0.003,97.59130000000049
2111,霞,464,0.003,97.59430000000049
2112,菲,463,0.003,97.60630000000049
2113,瞬,463,0.003,97.60330000000049
2114,奸,463,0.003,97.60030000000049
2115,砍,463,0.003,97.59730000000049
2116,敦,462,0.003,97.60930000000049
2117,浆,462,0.003,97.61230000000049
2118,儒,460,0.003,97.61530000000049
2119,拓,460,0.003,97.61830000000049
2120,僧,460,0.003,97.62130000000049
2121,棋,460,0.003,97.62430000000049
2122,芬,459,0.003,97.62730000000049
2123,俺,459,0.003,97.63030000000049
2124,慈,459,0.003,97.63330000000049
2125,萧,458,0.0029,97.63910000000048
2126,蛮,458,0.0029,97.63620000000049
2127,郊,457,0.0029,97.64200000000048
2128,勉,455,0.0029,97.65070000000047
2129,钉,455,0.0029,97.64490000000048
2130,缠,455,0.0029,97.64780000000047
2131,盯,453,0.0029,97.65360000000047
2132,吾,453,0.0029,97.65650000000046
2133,咕,453,0.0029,97.65940000000046
2134,膨,452,0.0029,97.66230000000046
2135,堵,451,0.0029,97.66520000000045
2136,卜,450,0.0029,97.66810000000045
2137,扁,450,0.0029,97.67100000000045
2138,葛,449,0.0029,97.67390000000044
2139,哟,449,0.0029,97.68260000000043
2140,寡,449,0.0029,97.68550000000043
2141,鄂,449,0.0029,97.67680000000044
2142,驰,449,0.0029,97.67970000000044
2143,桶,448,0.0029,97.68840000000043
2144,晒,448,0.0029,97.69130000000042
2145,慕,447,0.0029,97.69420000000042
2146,栏,446,0.0029,97.69710000000042
2147,霜,446,0.0029,97.70000000000041
2148,谊,446,0.0029,97.70290000000041
2149,哇,444,0.0029,97.70580000000041
2150,畴,443,0.0028,97.7114000000004
2151,隙,443,0.0028,97.7086000000004
2152,孝,442,0.0028,97.71420000000039
2153,押,442,0.0028,97.71700000000038
2154,竖,441,0.0028,97.71980000000038
2155,喉,440,0.0028,97.72260000000037
2156,欠,440,0.0028,97.72540000000036
2157,衫,440,0.0028,97.72820000000036
2158,吕,440,0.0028,97.73100000000035
2159,旬,440,0.0028,97.73380000000034
2160,韵,440,0.0028,97.73660000000034
2161,霉,439,0.0028,97.73940000000033
2162,邪,438,0.0028,97.74780000000031
2163,孕,438,0.0028,97.7534000000003
2164,穆,438,0.0028,97.7506000000003
2165,硅,438,0.0028,97.74500000000032
2166,峡,438,0.0028,97.74220000000032
2167,湘,436,0.0028,97.76180000000028
2168,澳,436,0.0028,97.75620000000029
2169,羞,436,0.0028,97.75900000000028
2170,惧,435,0.0028,97.76460000000027
2171,慨,435,0.0028,97.76740000000026
2172,穴,433,0.0028,97.77020000000026
2173,捞,433,0.0028,97.77300000000025
2174,辱,433,0.0028,97.77580000000025
2175,棍,432,0.0028,97.77860000000024
2176,撑,432,0.0028,97.78140000000023
2177,炕,432,0.0028,97.78420000000023
2178,窄,431,0.0028,97.78700000000022
2179,崖,431,0.0028,97.7954000000002
2180,俱,431,0.0028,97.7982000000002
2181,宅,431,0.0028,97.7926000000002
2182,陕,431,0.0028,97.78980000000021
2183,爽,430,0.0028,97.80100000000019
2184,鹅,430,0.0028,97.80380000000018
2185,晰,430,0.0028,97.80660000000017
2186,０,428,0.0028,97.80940000000017
2187,巢,428,0.0028,97.81220000000016
2188,绒,428,0.0028,97.81500000000015
2189,疫,428,0.0028,97.81780000000015
2190,茎,427,0.0027,97.82050000000015
2191,苹,427,0.0027,97.82320000000016
2192,捧,426,0.0027,97.82590000000016
2193,忌,426,0.0027,97.82860000000016
2194,搏,426,0.0027,97.83130000000017
2195,奈,424,0.0027,97.83400000000017
2196,躯,424,0.0027,97.83670000000018
2197,惹,424,0.0027,97.83940000000018
2198,焰,424,0.0027,97.84210000000019
2199,岂,423,0.0027,97.84480000000019
2200,甫,423,0.0027,97.8475000000002
2201,艾,421,0.0027,97.8502000000002
2202,拦,421,0.0027,97.8529000000002
2203,趁,421,0.0027,97.85560000000021
2204,缚,421,0.0027,97.85830000000021
2205,祸,420,0.0027,97.86640000000023
2206,橡,420,0.0027,97.86100000000022
2207,碧,420,0.0027,97.86370000000022
2208,卑,420,0.0027,97.86910000000023
2209,攀,419,0.0027,97.87180000000023
2210,饼,417,0.0027,97.87450000000024
2211,蔬,416,0.0027,97.87720000000024
2212,譬,416,0.0027,97.87990000000025
2213,灶,415,0.0027,97.88260000000025
2214,赔,414,0.0027,97.89070000000027
2215,粪,414,0.0027,97.89340000000027
2216,颠,414,0.0027,97.88800000000026
2217,曰,414,0.0027,97.88530000000026
2218,媒,413,0.0027,97.89610000000027
2219,殿,412,0.0026,97.90130000000028
2220,蛙,412,0.0026,97.89870000000028
2221,衬,411,0.0026,97.90910000000028
2222,钩,411,0.0026,97.90390000000028
2223,逝,411,0.0026,97.90650000000028
2224,哑,410,0.0026,97.91430000000028
2225,艇,410,0.0026,97.91690000000028
2226,罩,410,0.0026,97.91170000000028
2227,裸,409,0.0026,97.91950000000028
2228,岳,409,0.0026,97.92210000000028
2229,庸,408,0.0026,97.93510000000029
2230,嫌,408,0.0026,97.93250000000029
2231,窃,408,0.0026,97.92990000000029
2232,涵,408,0.0026,97.92730000000029
2233,砂,408,0.0026,97.92470000000029
2234,梨,407,0.0026,97.9455000000003
2235,泊,407,0.0026,97.9429000000003
2236,遣,407,0.0026,97.94030000000029
2237,熔,407,0.0026,97.93770000000029
2238,廉,406,0.0026,97.9507000000003
2239,傲,406,0.0026,97.9481000000003
2240,傻,405,0.0026,97.9533000000003
2241,畏,404,0.0026,97.9559000000003
2242,缴,403,0.0026,97.9585000000003
2243,钙,403,0.0026,97.9611000000003
2244,铅,402,0.0026,97.9663000000003
2245,乔,402,0.0026,97.9637000000003
2246,懒,401,0.0026,97.9689000000003
2247,萍,401,0.0026,97.9715000000003
2248,莉,400,0.0026,97.9741000000003
2249,挽,399,0.0026,97.9767000000003
2250,凄,399,0.0026,97.97930000000031
2251,刮,396,0.0025,97.9818000000003
2252,卓,396,0.0025,97.9843000000003
2253,档,392,0.0025,97.9918000000003
2254,妄,392,0.0025,97.9893000000003
2255,劫,392,0.0025,97.9868000000003
2256,阁,391,0.0025,97.99680000000029
2257,掀,391,0.0025,97.99930000000029
2258,哗,391,0.0025,98.00180000000029
2259,藤,391,0.0025,97.9943000000003
2260,吟,389,0.0025,98.00930000000028
2261,杏,389,0.0025,98.00430000000028
2262,颂,389,0.0025,98.00680000000028
2263,梢,388,0.0025,98.01180000000028
2264,罕,387,0.0025,98.01930000000027
2265,沸,387,0.0025,98.01680000000027
2266,滨,387,0.0025,98.01430000000028
2267,翔,386,0.0025,98.02430000000027
2268,汁,386,0.0025,98.02680000000026
2269,戈,386,0.0025,98.02180000000027
2270,愚,385,0.0025,98.03430000000026
2271,○,385,0.0025,98.03180000000026
2272,秧,385,0.0025,98.02930000000026
2273,抒,384,0.0025,98.03680000000026
2274,弊,384,0.0025,98.03930000000025
2275,姜,384,0.0025,98.04180000000025
2276,拘,383,0.0025,98.05180000000024
2277,贩,383,0.0025,98.04930000000024
2278,框,383,0.0025,98.04430000000025
2279,屁,383,0.0025,98.04680000000025
2280,喻,382,0.0025,98.05930000000023
2281,嘱,382,0.0025,98.05430000000024
2282,垫,382,0.0025,98.05680000000024
2283,迪,381,0.0025,98.06180000000023
2284,契,380,0.0024,98.06420000000023
2285,弗,379,0.0024,98.06900000000022
2286,瑶,379,0.0024,98.07140000000021
2287,赌,379,0.0024,98.06660000000022
2288,堤,379,0.0024,98.0738000000002
2289,哄,378,0.0024,98.0762000000002
2290,旨,377,0.0024,98.08340000000018
2291,晕,377,0.0024,98.08100000000019
2292,凳,377,0.0024,98.0786000000002
2293,址,376,0.0024,98.08580000000018
2294,彪,376,0.0024,98.08820000000017
2295,踢,375,0.0024,98.09300000000016
2296,俊,375,0.0024,98.09540000000015
2297,韦,375,0.0024,98.09780000000015
2298,贼,375,0.0024,98.09060000000017
2299,稚,374,0.0024,98.10260000000014
2300,蝶,374,0.0024,98.10500000000013
2301,账,374,0.0024,98.10020000000014
2302,凹,373,0.0024,98.10740000000013
2303,帕,373,0.0024,98.10980000000012
2304,携,371,0.0024,98.11220000000012
2305,茅,370,0.0024,98.11460000000011
2306,枢,369,0.0024,98.12420000000009
2307,溃,369,0.0024,98.12180000000009
2308,哨,369,0.0024,98.1170000000001
2309,枚,369,0.0024,98.1194000000001
2310,驳,368,0.0024,98.12900000000008
2311,歧,368,0.0024,98.12660000000008
2312,抄,367,0.0024,98.13140000000007
2313,弓,367,0.0024,98.13380000000006
2314,稼,366,0.0024,98.13620000000006
2315,颁,366,0.0024,98.13860000000005
2316,徽,366,0.0024,98.14100000000005
2317,杠,365,0.0023,98.14330000000005
2318,泳,364,0.0023,98.14560000000006
2319,蜡,364,0.0023,98.14790000000006
2320,吻,363,0.0023,98.15020000000007
2321,沾,363,0.0023,98.15250000000007
2322,绣,363,0.0023,98.15480000000008
2323,叮,362,0.0023,98.15940000000009
2324,谨,362,0.0023,98.1617000000001
2325,厨,362,0.0023,98.15710000000009
2326,拐,361,0.0023,98.1640000000001
2327,宴,360,0.0023,98.1663000000001
2328,鸦,360,0.0023,98.16860000000011
2329,衷,360,0.0023,98.17090000000012
2330,戚,360,0.0023,98.17320000000012
2331,粹,358,0.0023,98.17550000000013
2332,碑,358,0.0023,98.17780000000013
2333,煮,357,0.0023,98.18010000000014
2334,蕾,356,0.0023,98.18240000000014
2335,淑,356,0.0023,98.18470000000015
2336,逸,355,0.0023,98.18700000000015
2337,翁,355,0.0023,98.18930000000016
2338,倘,354,0.0023,98.19160000000016
2339,恳,354,0.0023,98.19390000000017
2340,逊,353,0.0023,98.19620000000018
2341,趟,353,0.0023,98.19850000000018
2342,讼,351,0.0023,98.20080000000019
2343,衍,351,0.0023,98.20310000000019
2344,蔽,351,0.0023,98.2054000000002
2345,胳,350,0.0023,98.2100000000002
2346,罐,350,0.0023,98.2077000000002
2347,裙,349,0.0022,98.21220000000021
2348,龟,349,0.0022,98.21440000000021
2349,奠,349,0.0022,98.21660000000021
2350,颌,348,0.0022,98.21880000000021
2351,驴,348,0.0022,98.22100000000022
2352,撕,347,0.0022,98.22320000000022
2353,蒂,346,0.0022,98.23200000000023
2354,姚,346,0.0022,98.22980000000022
2355,滥,346,0.0022,98.22540000000022
2356,恭,346,0.0022,98.22760000000022
2357,耻,345,0.0022,98.23860000000023
2358,蕴,345,0.0022,98.23420000000023
2359,骄,345,0.0022,98.23640000000023
2360,煌,344,0.0022,98.24080000000023
2361,冤,343,0.0022,98.24300000000024
2362,瞎,343,0.0022,98.24520000000024
2363,娇,343,0.0022,98.24740000000024
2364,杭,343,0.0022,98.24960000000024
2365,倦,342,0.0022,98.25400000000025
2366,愧,342,0.0022,98.25180000000024
2367,淮,341,0.0022,98.25620000000025
2368,柯,340,0.0022,98.25840000000025
2369,聊,339,0.0022,98.26060000000025
2370,侨,338,0.0022,98.26280000000025
2371,萝,337,0.0022,98.26500000000026
2372,惟,337,0.0022,98.26720000000026
2373,谅,337,0.0022,98.26940000000026
2374,瘤,336,0.0022,98.27160000000026
2375,蚂,336,0.0022,98.27380000000026
2376,崔,336,0.0022,98.27600000000027
2377,廊,335,0.0022,98.28260000000027
2378,溉,335,0.0022,98.27820000000027
2379,铸,335,0.0022,98.28040000000027
2380,髓,334,0.0021,98.28470000000027
2381,碌,333,0.0021,98.28680000000027
2382,拢,333,0.0021,98.28890000000027
2383,沫,333,0.0021,98.29100000000027
2384,帅,331,0.0021,98.29310000000027
2385,坟,331,0.0021,98.29520000000026
2386,娱,331,0.0021,98.29730000000026
2387,吏,331,0.0021,98.29940000000026
2388,峻,330,0.0021,98.30360000000026
2389,昼,330,0.0021,98.30570000000026
2390,歉,330,0.0021,98.30150000000026
2391,刹,329,0.0021,98.30780000000026
2392,坝,329,0.0021,98.30990000000025
2393,栖,328,0.0021,98.31200000000025
2394,捐,328,0.0021,98.31410000000025
2395,渊,328,0.0021,98.31620000000025
2396,傍,327,0.0021,98.31830000000025
2397,叭,326,0.0021,98.32040000000025
2398,鸽,326,0.0021,98.32250000000025
2399,淘,324,0.0021,98.32460000000025
2400,轿,324,0.0021,98.32670000000024
2401,呜,324,0.0021,98.32880000000024
2402,宰,323,0.0021,98.33090000000024
2403,谦,323,0.0021,98.33510000000024
2404,玄,323,0.0021,98.33720000000024
2405,丙,323,0.0021,98.33300000000024
2406,愣,322,0.0021,98.33930000000024
2407,朽,322,0.0021,98.34140000000023
2408,跪,321,0.0021,98.34350000000023
2409,券,320,0.0021,98.34560000000023
2410,寓,320,0.0021,98.34770000000023
2411,捏,319,0.0021,98.35190000000023
2412,搅,319,0.0021,98.35400000000023
2413,笨,319,0.0021,98.34980000000023
2414,槽,319,0.0021,98.35610000000023
2415,咋,318,0.002,98.3661000000002
2416,厦,318,0.002,98.36210000000021
2417,爪,318,0.002,98.35810000000022
2418,奎,318,0.002,98.36010000000022
2419,榜,318,0.002,98.3641000000002
2420,屠,317,0.002,98.3681000000002
2421,耸,317,0.002,98.37010000000019
2422,驼,317,0.002,98.37210000000019
2423,甩,316,0.002,98.37610000000018
2424,逮,316,0.002,98.38610000000016
2425,殷,316,0.002,98.37810000000017
2426,赚,316,0.002,98.37410000000018
2427,歼,316,0.002,98.38010000000017
2428,孢,316,0.002,98.38210000000016
2429,僵,316,0.002,98.38410000000016
2430,矣,315,0.002,98.39010000000015
2431,锤,315,0.002,98.38810000000015
2432,浴,314,0.002,98.39210000000014
2433,呐,314,0.002,98.39410000000014
2434,兹,314,0.002,98.39610000000013
2435,坎,314,0.002,98.39810000000013
2436,珊,313,0.002,98.40010000000012
2437,苯,313,0.002,98.40210000000012
2438,垦,312,0.002,98.40410000000011
2439,兜,311,0.002,98.4101000000001
2440,禅,311,0.002,98.40610000000011
2441,芝,311,0.002,98.4081000000001
2442,吁,311,0.002,98.4121000000001
2443,酶,310,0.002,98.41410000000009
2444,舆,310,0.002,98.41610000000009
2445,惶,310,0.002,98.41810000000008
2446,咐,310,0.002,98.42010000000008
2447,瓷,309,0.002,98.42210000000007
2448,陌,309,0.002,98.42410000000007
2449,颖,309,0.002,98.42610000000006
2450,帘,308,0.002,98.43010000000005
2451,摧,308,0.002,98.43210000000005
2452,赢,308,0.002,98.42810000000006
2453,裹,308,0.002,98.43410000000004
2454,瞅,307,0.002,98.44010000000003
2455,卸,307,0.002,98.43610000000004
2456,兆,307,0.002,98.43810000000003
2457,咧,306,0.002,98.44210000000002
2458,噢,306,0.002,98.44410000000002
2459,仆,305,0.002,98.44610000000002
2460,膊,304,0.002,98.44810000000001
2461,醇,304,0.002,98.4501
2462,饶,304,0.002,98.4521
2463,嗯,303,0.0019,98.45780000000002
2464,篷,303,0.0019,98.45400000000001
2465,膝,303,0.0019,98.45590000000001
2466,肪,303,0.0019,98.45970000000003
2467,寞,302,0.0019,98.46160000000003
2468,挫,302,0.0019,98.46350000000004
2469,俯,301,0.0019,98.46540000000005
2470,桔,301,0.0019,98.46730000000005
2471,蚊,301,0.0019,98.46920000000006
2472,熙,300,0.0019,98.47300000000007
2473,巷,300,0.0019,98.47490000000008
2474,眨,300,0.0019,98.47110000000006
2475,烛,299,0.0019,98.4806000000001
2476,踩,299,0.0019,98.47870000000009
2477,缸,299,0.0019,98.47680000000008
2478,屯,298,0.0019,98.48440000000011
2479,顷,298,0.0019,98.48630000000011
2480,鼎,298,0.0019,98.4825000000001
2481,砸,297,0.0019,98.48820000000012
2482,乾,297,0.0019,98.49010000000013
2483,咸,297,0.0019,98.49200000000013
2484,沃,296,0.0019,98.49390000000014
2485,衔,296,0.0019,98.49580000000014
2486,俘,295,0.0019,98.49960000000016
2487,熬,295,0.0019,98.49770000000015
2488,喇,294,0.0019,98.50530000000018
2489,芒,294,0.0019,98.50340000000017
2490,钓,294,0.0019,98.50150000000016
2491,侍,294,0.0019,98.50910000000019
2492,禽,294,0.0019,98.50720000000018
2493,桩,294,0.0019,98.5110000000002
2494,灿,294,0.0019,98.5129000000002
2495,吼,293,0.0019,98.51670000000021
2496,泣,293,0.0019,98.51860000000022
2497,讽,293,0.0019,98.52050000000023
2498,凸,293,0.0019,98.5148000000002
2499,谭,292,0.0019,98.52240000000023
2500,敞,291,0.0019,98.52620000000024
2501,聘,291,0.0019,98.52430000000024
2502,哺,290,0.0019,98.52810000000025
2503,癌,289,0.0019,98.53000000000026
2504,浦,289,0.0019,98.53190000000026
2505,躁,288,0.0019,98.53760000000028
2506,卿,288,0.0019,98.53570000000028
2507,勘,288,0.0019,98.53380000000027
2508,窜,287,0.0018,98.54300000000029
2509,溢,287,0.0018,98.5448000000003
2510,舟,287,0.0018,98.54120000000029
2511,楞,287,0.0018,98.53940000000028
2512,虹,286,0.0018,98.5466000000003
2513,蛛,286,0.0018,98.5484000000003
2514,耍,285,0.0018,98.55380000000031
2515,饵,285,0.0018,98.5520000000003
2516,烷,285,0.0018,98.5502000000003
2517,骚,284,0.0018,98.55560000000031
2518,枣,284,0.0018,98.55740000000031
2519,浇,284,0.0018,98.55920000000032
2520,崩,283,0.0018,98.56100000000032
2521,蹦,282,0.0018,98.56280000000032
2522,褐,281,0.0018,98.56460000000033
2523,嘎,280,0.0018,98.56640000000033
2524,俭,279,0.0018,98.57000000000033
2525,仑,279,0.0018,98.57180000000034
2526,窟,279,0.0018,98.57540000000034
2527,陡,279,0.0018,98.57360000000034
2528,荫,279,0.0018,98.56820000000033
2529,嚼,278,0.0018,98.58260000000035
2530,倩,278,0.0018,98.57720000000035
2531,钦,278,0.0018,98.57900000000035
2532,弧,278,0.0018,98.58080000000035
2533,涡,277,0.0018,98.58440000000036
2534,潭,276,0.0018,98.59700000000038
2535,坊,276,0.0018,98.59520000000037
2536,缔,276,0.0018,98.59340000000037
2537,廓,276,0.0018,98.59160000000037
2538,佐,276,0.0018,98.58980000000037
2539,夷,276,0.0018,98.58620000000036
2540,眯,276,0.0018,98.58800000000036
2541,枕,275,0.0018,98.60240000000039
2542,捣,275,0.0018,98.59880000000038
2543,蹄,275,0.0018,98.60060000000038
2544,猩,274,0.0018,98.60420000000039
2545,狐,274,0.0018,98.60600000000039
2546,柄,273,0.0018,98.6078000000004
2547,穗,272,0.0017,98.6095000000004
2548,伞,272,0.0017,98.6112000000004
2549,拚,272,0.0017,98.6129000000004
2550,浊,271,0.0017,98.61970000000039
2551,壶,271,0.0017,98.6180000000004
2552,冈,271,0.0017,98.6146000000004
2553,搁,271,0.0017,98.6163000000004
2554,屑,270,0.0017,98.62480000000039
2555,谬,270,0.0017,98.62140000000039
2556,拱,270,0.0017,98.62310000000039
2557,魁,269,0.0017,98.62650000000039
2558,祀,269,0.0017,98.62820000000039
2559,荧,269,0.0017,98.62990000000039
2560,誓,269,0.0017,98.63160000000039
2561,斋,269,0.0017,98.63330000000039
2562,虾,268,0.0017,98.64010000000039
2563,绸,268,0.0017,98.63500000000039
2564,魄,268,0.0017,98.63840000000039
2565,娟,268,0.0017,98.64180000000039
2566,姊,268,0.0017,98.63670000000039
2567,秃,267,0.0017,98.64350000000039
2568,泻,267,0.0017,98.64520000000039
2569,鹏,266,0.0017,98.64690000000039
2570,蟹,265,0.0017,98.64860000000039
2571,斌,265,0.0017,98.65030000000039
2572,灼,264,0.0017,98.65200000000038
2573,扛,263,0.0017,98.65370000000038
2574,镁,263,0.0017,98.65540000000038
2575,瓣,262,0.0017,98.65710000000038
2576,艘,261,0.0017,98.66050000000038
2577,捆,261,0.0017,98.66220000000038
2578,膏,261,0.0017,98.65880000000038
2579,苇,260,0.0017,98.66390000000038
2580,厢,260,0.0017,98.66560000000038
2581,妮,260,0.0017,98.66730000000038
2582,蒲,260,0.0017,98.66900000000038
2583,啸,259,0.0017,98.67070000000038
2584,劈,259,0.0017,98.67240000000038
2585,滤,259,0.0017,98.67410000000038
2586,葱,259,0.0017,98.67580000000038
2587,栗,258,0.0017,98.67750000000038
2588,袍,258,0.0017,98.67920000000038
2589,耽,258,0.0017,98.68090000000038
2590,痴,257,0.0017,98.68260000000038
2591,颊,257,0.0017,98.68430000000038
2592,猿,256,0.0016,98.68590000000037
2593,沪,256,0.0016,98.68750000000037
2594,怯,255,0.0016,98.69070000000036
2595,垒,255,0.0016,98.69230000000036
2596,芭,255,0.0016,98.69390000000035
2597,蔑,255,0.0016,98.69550000000035
2598,絮,255,0.0016,98.69710000000035
2599,咯,255,0.0016,98.68910000000037
2600,笛,254,0.0016,98.69870000000034
2601,嘲,253,0.0016,98.70030000000034
2602,爵,253,0.0016,98.70190000000034
2603,瞒,253,0.0016,98.70350000000033
2604,冀,253,0.0016,98.70510000000033
